icnrtname,applydate,genwaste,bizgenwaste,icnrtproqt,btmdustqt,flyashsoldqt,eqeffgasacqt,acteleqt,actseqt,actsep,seincome,oprthour,nooprthour,dsnprcqt,dustlandfillqt,brheat,applyno
嘉義市垃圾焚化廠,202505,4474.06,0,4261.84,1536.58,0,1109.81,1191.58,778.23,65.31,2401.1,1028,460,300,0,-1.000,WEPI2617
臺北市政府環境保護局內湖垃圾焚化廠,202507,4679.72,3816.74,11156.27,1538.81,277.57,4984.7,3072.69,1628.8,53,4637.531,1542,690,900,0,2.600,WEPA4244
臺北市政府環境保護局內湖垃圾焚化廠,202505,5843.24,3870.36,11020.58,1727.56,414.33,5843.5,2676.14,1305.2,48.77,3700.952,1577,655,900,0,2.900,WEPA4244
新北市樹林垃圾焚化廠,202508,17959.01,8424.47,26259,2937.3,480.06,0,14718.6,12051.7,81.88,33546.78,2232,0,1350,480.06,0.800,WEPF0759
新北市新店垃圾焚化廠,202508,14170.43,4911.34,19193.3,2195.14,422.39,80,9750.4,7759.97,79.58,21676.47,1488,0,900,422.39,1.000,WEPF0537
屏東縣崁頂垃圾資源回收(焚化)廠,202508,18534.77,4537.05,21600.11,3479.68,1432.09,3250,10494.14,8037.08,76.58,22022.08,1410,78,900,1432.09,0.800,WEPT5929
新北市八里垃圾焚化廠,202508,18305.56,8592.83,24158.73,3340.18,917.39,7941,13034.62,10308.18,79.08,28529.64,1488,744,1350,917.39,1.000,WEPF2314
高雄市政府環境保護局中區資源回收廠,202508,14651.89,71.31,17070.71,1791.39,0,11465,5472.95,2928.03,53.5,7205.718,2071,161,900,0,1.900,WEPE5004
臺南市永康垃圾資源回收(焚化)廠,202508,20451.53,3772.87,25026.53,3050.7,1637.98,10044,15340.63,12799.55,83.43,36930.06,1488,0,900,1637.98,1.100,WEPR8506
臺中市后里資源回收廠,202508,12010.2,11248.83,24363.97,2488.8,1161.6,12093.48,14972.3,12267.8,81.93,35985.18,1488,0,900,1161.6,-1.000,WEPL9232
高雄市岡山垃圾資源回收(焚化)廠,202508,8449.13,11770.08,22610.72,4322.95,1705.76,12648,11206.4,7987.6,71.27,23234,1578,654,1350,1705.76,0.800,WEPS1656
臺中市烏日資源回收廠,202508,13824.37,10494.55,24892.95,3024.31,547.94,12563.05,14702.8,11554.36,78.58,34026.93,1488,0,900,418.66,-1.000,WEPL0028
高雄市政府環境保護局南區資源回收廠,202508,11229.29,9762.31,19298.14,2315.5,382.31,11008,7425.38,4080,54.94,10672.32,1689,1287,1800,382.31,-1.000,WEPE5641
臺南市城西垃圾焚化廠,202508,14258.21,4420.68,16839.6,2497.82,0,4703.67,9447.12,7117.2,75.33,19869.12,1461,27,900,0,-1.000,WEPD3244
高雄市仁武垃圾資源回收(焚化)廠,202508,18565.19,16862.09,34492.1,4892.36,0,500,21796.2,17692.8,81.17,50271.12,2079,153,1350,0,2.000,WEPS2225
臺東縣垃圾焚化廠,202508,7125.46,315.87,7104.58,1515.1,365.74,1379,2791.64,2047.34,73.33,5606.803,1378.5,109.5,300,365.74,1.300,WEPV9500
嘉義市垃圾焚化廠,202508,6168.98,0,5994.22,1398.17,0,1625.75,1700.51,1114.46,65.53,3154.672,1424,64,300,0,-1.000,WEPI2617
臺北市政府環境保護局木柵垃圾焚化廠,202508,6750.84,15806.11,26954.56,3528.13,442.35,0,9250.37,6454,69.77,16069.29,2976,0,1500,0,1.200,WEPA4059
臺北市政府環境保護局內湖垃圾焚化廠,202508,4434.55,7628.97,12933.18,1091.06,257.3,5071.1,3619.71,2042.4,56.42,5954.885,1949,283,900,0,2.200,WEPA4244
桃園市垃圾焚化廠,202508,29545.62,4273.82,35188.45,5385.27,522.15,2904,23052.76,20294.44,88.03,61182.87,1452,36,1350,0,-1.000,WEPH4335
苗栗縣垃圾焚化廠,202507,14444.3,549.49,14873.95,1887.1,554.65,7009.51,8075.63,6335.75,78.45,19351.77,1488,0,500,554.65,-1.000,WEPK0322
桃園市垃圾焚化廠,202507,33802.64,4583.63,39142.58,4770.66,523.68,3364,23943.93,21188.15,88.49,65268.14,1487,1,1350,0,2.100,WEPH4335
宜蘭縣利澤垃圾資源回收(焚化)廠,202507,11331.78,7038.62,17858.92,2842.88,800.14,8928,9501.79,7802.5,82.11,20399.08,1488,0,600,800.14,-1.000,WEPG3008
臺南市永康垃圾資源回收(焚化)廠,202507,24013.21,3547.42,26594.63,3511.85,1453.82,10044,15003.3,12489.74,83.24,36948.3,1488,0,900,1453.82,-1.000,WEPR8506
臺中市烏日資源回收廠,202507,14675.28,8598.79,23358.29,2034.94,936.69,11377.96,12780.16,9769.54,76.44,28189.98,1346,142,900,0,2.300,WEPL0028
臺北市政府環境保護局北投垃圾焚化廠,202507,11598.18,24251.48,32302.92,4534.1,942.88,11189,16213.83,11318.4,69.8,21872.09,2243,733,1800,0,0.500,WEPA4427
高雄市政府環境保護局中區資源回收廠,202507,14473.54,55.95,13710.13,555.15,437.55,7122,2906.75,951.69,32.74,2311.997,1691,541,900,437.55,2.300,WEPE5004
宜蘭縣利澤垃圾資源回收(焚化)廠,202508,11187.59,6536.86,17087.23,2797.91,722.01,8928,10079.8,8239.2,81.73,23188.3,1488,0,600,722.01,1.000,WEPG3008
臺北市政府環境保護局北投垃圾焚化廠,202508,9320.32,22154.28,41743.04,3940.55,657.96,18070,21550.14,15835.2,73.48,43374.06,2976,0,1800,0,0.500,WEPA4427
基隆市天外天垃圾資源回收(焚化)廠,202508,12252.23,3944.85,16796.61,1861.11,835.43,5325.06,10014.07,7737.8,77.26,23675.69,1392,96,600,835.43,-1.000,WEPC1448
苗栗縣垃圾焚化廠,202508,14267.72,599.66,14459.35,1707.04,617.89,7008.48,8184.5,6428.13,78.54,19200.89,1488,0,500,617.89,1.200,WEPK0322
新竹市垃圾資源回收廠,202508,16227.7,4305.39,21022.13,3243.66,752.53,6728,12671.03,10108.34,79.77,27957.78,1488,0,900,3996.19,1.300,WEPO1732
臺中市文山垃圾焚化廠,202508,18557.58,0,18378.77,2070.95,896.1,10220.46,7998.2,6255.19,78.2,18258,2232,0,900,896.1,1.600,WEPB2401
臺北市政府環境保護局木柵垃圾焚化廠,202507,9691.15,16911.61,27274.32,3457.04,466.08,0,9156.92,6479.2,70.75,17883.33,2941,35,1500,0,2.400,WEPA4059
嘉義市垃圾焚化廠,202507,7478.68,0,6668.25,1308.05,0,1837.27,1779.7,1171.85,65.84,3735.683,1488,0,300,0,-1.000,WEPI2617
嘉義縣鹿草垃圾焚化廠,202507,19904.52,6894.15,27578.43,3597.05,918.39,148.8,15931.5,12971.3,81.41,36332.45,1488,0,900,777.08,1.200,WEPQ7513
新北市新店垃圾焚化廠,202507,14518.91,4954.14,19682.2,2261.62,434.85,85,9784.3,7791.65,79.63,22422.23,1488,0,900,434.85,0.800,WEPF0537
高雄市政府環境保護局南區資源回收廠,202507,11747.88,9384.65,23854.64,2229.35,1041.96,11394,8862.4,5369.6,60.58,14377.71,1998,978,1800,1041.96,-1.000,WEPE5641
高雄市岡山垃圾資源回收(焚化)廠,202507,13566.48,13719.9,30074.9,4085.27,952.39,17856,15311.2,11565.5,75.53,35092,2232,0,1350,952.39,2.100,WEPS1656
臺中市后里資源回收廠,202507,13892.5,11041.73,23490.89,2677.33,828.91,11582.54,13729.7,11107.3,80.89,32220.23,1383,105,900,828.91,1.300,WEPL9232
臺中市文山垃圾焚化廠,202507,18817.61,4.78,18834.72,1989.25,1662.92,10346.29,8001.06,6272.59,78.39,18650.62,2232,0,900,1662.92,1.900,WEPB2401
臺南市城西垃圾焚化廠,202507,16312.81,4797.43,15463.48,2457,0,4504.53,6374.64,4123.2,64.68,11127.36,1327,161,900,0,-1.000,WEPD3244
臺北市政府環境保護局木柵垃圾焚化廠,202505,12282.72,13977.86,20874.43,3446.09,691.97,0,8036.67,5771.5,71.81,14965.84,2508,468,1500,0,2.400,WEPA4059
宜蘭縣利澤垃圾資源回收(焚化)廠,202505,10157.31,6875.04,18322.16,2737.44,945.28,8928,9331.75,7771.6,83.28,19046.65,1488,0,600,945.28,0.600,WEPG3008
高雄市政府環境保護局南區資源回收廠,202505,14650.84,3500.03,18548.55,1828.35,494.37,8684,4244.84,2393.46,56.38,6323.734,1640,1336,1800,494.37,2.600,WEPE5641
新北市八里垃圾焚化廠,202507,19992.75,8979.62,25212,3093.39,1050.26,8143,13252.91,10498.35,79.21,30024.93,1490,742,1350,1050.26,0.200,WEPF2314
新北市樹林垃圾焚化廠,202507,19259.32,8594.85,27814.8,3352.5,509.07,0,14832.4,12160.56,81.98,34599.68,2232,0,1350,509.07,1.500,WEPF0759
臺東縣垃圾焚化廠,202507,7714.08,262.43,7987.72,2481.79,346.79,1505,3196.08,2413.68,75.52,6934.826,1488,0,300,346.79,1.400,WEPV9500
彰化縣溪州垃圾焚化廠,202508,25414.68,3177.13,25756.02,3178.44,1012.67,13709.26,14584.8,12339.1,84.6,33735.16,1436,52,900,886.16,1.300,WEPN3259
基隆市天外天垃圾資源回收(焚化)廠,202507,13710.44,4433.18,18184.66,2346.93,783.75,5657.37,10791.19,8495.98,78.73,25828.08,1488,0,600,783.75,1.200,WEPC1448
高雄市仁武垃圾資源回收(焚化)廠,202507,15028.87,15296.51,39033.36,5938.73,1324.4,700,23582.8,19329.6,81.96,57849.76,2231,1,1350,1324.4,2.500,WEPS2225
嘉義縣鹿草垃圾焚化廠,202508,19299.33,7604.98,27563.71,4086.68,1003.19,148.8,17053.5,13983.2,81.99,37285.33,1488,0,900,779.72,1.000,WEPQ7513
新竹市垃圾資源回收廠,202507,14339.1,4783.82,19561.12,3246.24,683.65,6444,10145.4,7870.606,77.57,20539.66,1325,163,900,3929.89,1.000,WEPO1732
屏東縣崁頂垃圾資源回收(焚化)廠,202506,13751.78,3844.48,18830,2411.53,1246.33,5683,7863.35,5763.68,73.29,15534.1,1137,303,900,1246.33,0.900,WEPT5929
新北市新店垃圾焚化廠,202506,12396.17,5041.87,19470.3,2313.06,384.76,80,9517.9,7634.8,80.21,21697.59,1440,0,900,384.76,1.300,WEPF0537
屏東縣崁頂垃圾資源回收(焚化)廠,202507,18132.69,4375.29,19964.95,2712.61,611.91,6674.06,9609.22,7129.12,74.19,20795.79,1339,149,900,611.91,0.500,WEPT5929
彰化縣溪州垃圾焚化廠,202507,25655.76,3023.61,27575.05,4013.37,1156.12,14106.43,15718.5,13362.7,85.01,37349.73,1488,0,900,1024.4,1.000,WEPN3259
臺南市永康垃圾資源回收(焚化)廠,202506,21046.68,3993.03,25014.42,3060.5,507.94,9720,14491.8,12077.72,83.34,35374.98,1440,0,900,507.94,-1.000,WEPR8506
嘉義市垃圾焚化廠,202506,6221.52,0,6544.44,1721.18,0,1555.48,1710.41,1116.9,65.3,3338.253,1440,0,300,0,-1.000,WEPI2617
彰化縣溪州垃圾焚化廠,202506,24632.38,2586.51,26916.57,3635.58,618.94,13641.63,15294.1,13004.7,85.03,37287.22,1440,0,900,470.77,1.500,WEPN3259
嘉義縣鹿草垃圾焚化廠,202506,12658.9,5425.44,16260.41,1987.33,770.37,89.8,8939.5,6915.1,77.35,18186.27,890,550,900,770.37,1.200,WEPQ7513
苗栗縣垃圾焚化廠,202506,13345.08,542.25,13712.96,1695.52,359.97,6782.4,7610.38,5972.26,78.47,17926.41,1440,0,500,359.97,-1.000,WEPK0322
新竹市垃圾資源回收廠,202506,16539.94,4383.47,17197.87,2505.91,608.15,5741,9376.495,7267.546,77.5,20741.69,1219,221,900,3114.06,1.800,WEPO1732
高雄市政府環境保護局中區資源回收廠,202506,9406.36,129.02,8860.71,1036,1772.22,1827,669.66,70.41,10.51,172.706,1183,977,900,1772.22,2.200,WEPE5004
宜蘭縣利澤垃圾資源回收(焚化)廠,202506,10763.4,6889.65,17460.08,2773.71,796.46,8640,9699.93,7994.3,82.41,22756.79,1440,0,600,796.46,-1.000,WEPG3008
高雄市岡山垃圾資源回收(焚化)廠,202506,16041.89,16382.35,29329.02,4196.85,2533.64,17280,13964.4,10257.7,73.45,29410,2160,0,1350,2533.64,2.500,WEPS1656
臺東縣垃圾焚化廠,202506,6880.19,334,7275.1,2274.48,185.89,2100,3072,2309.76,75.18,6534.651,1440,0,300,185.89,3.000,WEPV9500
臺北市政府環境保護局木柵垃圾焚化廠,202506,8756.33,15172.68,25322.24,3426.18,419.55,0,8635.91,6097.7,70.6,16430.09,2767,113,1500,0,1.400,WEPA4059
臺中市烏日資源回收廠,202506,18573.95,7002.52,24372.15,3013.83,2391.54,12228.28,14421.84,11437.83,79.3,33943.06,1440,0,900,1305.93,-1.000,WEPL0028
臺北市政府環境保護局內湖垃圾焚化廠,202506,3240.9,3584.54,3181.43,306.45,438.86,1202,855.43,448.4,52.41,1173.864,441,1719,900,0,2.600,WEPA4244
新北市八里垃圾焚化廠,202506,21726.49,11319.86,35373.21,4992.92,1598.66,11393,20340.97,17188.7,84.5,48221.45,2160,0,1350,1598.66,2.100,WEPF2314
臺北市政府環境保護局北投垃圾焚化廠,202506,11233.24,25194.99,30493.39,3988.49,1180.98,11617,15430.45,11020.8,71.42,29436.54,2111,769,1800,0,2.200,WEPA4427
臺中市文山垃圾焚化廠,202506,17651.1,1.1,18049.94,1939.58,2269.89,10152.37,7876.7,6198.29,78.69,18321.7,2156,4,900,2269.89,1.800,WEPB2401
苗栗縣垃圾焚化廠,202505,15214.3,545.4,14033.73,1854.24,731.39,6878.02,7635.86,6039.74,79.09,16096.55,1451,37,500,731.39,1.200,WEPK0322
新北市新店垃圾焚化廠,202505,14118.52,5072.91,20108.2,2308.4,409.6,85,10061.9,8201.72,81.51,21769.08,1488,0,900,409.6,0.700,WEPF0537
臺南市城西垃圾焚化廠,202506,10602.85,4619.04,16499.63,2362.33,0,4579.92,9582,7316.16,76.35,21542.31,1440,0,900,0,1.000,WEPD3244
高雄市仁武垃圾資源回收(焚化)廠,202506,12244.91,11894.72,24978.15,3593.49,295.43,700,14655.5,11553.6,78.83,31462.14,1448,712,1350,295.43,1.500,WEPS2225
基隆市天外天垃圾資源回收(焚化)廠,202506,13037.76,4391.02,17496.37,2145.9,509.37,5514.36,10512.75,8310.17,79.04,24868.4,1440,0,600,509.37,-1.000,WEPC1448
桃園市垃圾焚化廠,202506,32852.02,4195.67,37364.3,5276.03,456.51,2966,23125.96,20527.29,88.76,60184.32,1434,6,1350,0,-1.000,WEPH4335
新北市八里垃圾焚化廠,202505,25095.99,10933.61,37236.49,4384.87,1496.97,11709,21317.49,18109.14,84.94,47727.69,2214,18,1350,1496.97,1.700,WEPF2314
高雄市政府環境保護局南區資源回收廠,202506,13182.7,8238.37,22270.86,2474.49,491.52,8536,8645.43,5308.8,61.4,14056.34,1862,1018,1800,491.52,2.800,WEPE5641
新北市樹林垃圾焚化廠,202505,16094.99,7460.86,23791.8,2831.82,518.67,0,13222.1,10822.92,81.85,27907,1905,327,1350,518.67,1.500,WEPF0759
屏東縣崁頂垃圾資源回收(焚化)廠,202505,19644.56,4531.98,23176.62,3644.52,908.38,5856.35,13202.9,10519.34,79.67,29049.02,1484,4,900,908.38,1.100,WEPT5929
高雄市岡山垃圾資源回收(焚化)廠,202505,7367.43,20165.57,29322.57,3939.67,2117.88,17856,16582.7,12808.1,77.23,35986,2232,0,1350,2117.88,3.400,WEPS1656
臺南市永康垃圾資源回收(焚化)廠,202505,20974.04,3837.37,24914.08,3053.54,1687.21,10044,15269.83,12815.98,83.93,35194.21,1488,0,900,1687.21,1.800,WEPR8506
桃園市垃圾焚化廠,202505,29940.2,4541.91,31136.85,4353.12,448.82,2480,19707.01,17290.7,87.73,48710.8,1188,300,1350,0,-1.000,WEPH4335
基隆市天外天垃圾資源回收(焚化)廠,202505,12037.08,3575.59,10051.34,1065.41,488.31,3175.98,5917.44,4313.19,72.88,11660.73,827,661,600,488.31,-1.000,WEPC1448
臺中市烏日資源回收廠,202505,15503.59,8239.8,24473.3,2637.61,986.84,12221.93,15691.42,12585,80.2,35734.53,1442,46,900,0,-1.000,WEPL0028
彰化縣溪州垃圾焚化廠,202505,23641.48,2598.93,26394.13,3447.17,907.42,13641.04,15872.7,13561,85.43,38052.98,1488,0,900,817.72,1.100,WEPN3259
臺南市城西垃圾焚化廠,202505,9413.46,4570.67,15650.49,2189.51,0,4467.48,9341.52,7132.08,76.34,18886.51,1397,91,900,0,-1.000,WEPD3244
新北市樹林垃圾焚化廠,202506,17245.92,8876.87,26442.3,2994.48,525.88,0,14185.4,11632.05,82,31642.41,2125,35,1350,525.88,1.500,WEPF0759
高雄市仁武垃圾資源回收(焚化)廠,202505,14762.49,10425.65,24655.62,3318.25,1769.59,800,15181.5,11966.4,78.82,33021.23,1488,744,1350,1769.59,1.800,WEPS2225
臺北市政府環境保護局北投垃圾焚化廠,202505,14848.42,24448.81,37091.34,4498.39,1871.16,15764,18978.79,13924.8,73.37,35071.63,2681,295,1800,0,0.500,WEPA4427
新竹市垃圾資源回收廠,202505,11124.08,4058.87,19166.14,2461.84,521.79,6524,11492.25,9269.259,80.65,24696.68,1488,0,900,1981.67,1.600,WEPO1732
臺中市后里資源回收廠,202506,13511.7,10093.51,24464.57,2727.21,1089.53,12513.67,14855.4,12235.1,82.36,36284.62,1440,0,900,1089.53,-1.000,WEPL9232
彰化縣溪州垃圾焚化廠,202504,20058.63,3251.82,23639.95,3628.84,874.71,12662,15340.2,13076.7,85.24,34139.97,1399,41,900,760.73,1.300,WEPN3259
臺中市烏日資源回收廠,202504,13673.56,9659.89,23651.31,3068.95,921.11,12232.93,15821.68,12811.96,80.97,34049.07,1440,0,900,0,2.100,WEPL0028
嘉義縣鹿草垃圾焚化廠,202504,20233.83,6873.47,26870.79,3602.41,1167.9,144,17837.6,14905.3,83.56,37685.69,1440,0,900,1167.9,0.900,WEPQ7513
新北市八里垃圾焚化廠,202504,18038.22,9506,23314.6,3841.67,1058.08,7543,10957.44,9175.35,83.73,23031.4,1397,763,1350,1058.08,0.900,WEPF2314
臺南市城西垃圾焚化廠,202504,10038.19,4508.94,14975.83,2412.94,0,4388.09,9020.16,6944.64,76.99,17432.86,1324,116,900,0,-1.000,WEPD3244
臺中市后里資源回收廠,202504,5835.25,8114.78,12071.99,1549.44,604.97,6655.24,7373.1,5934.6,80.48,15649.28,757,683,900,604.97,2.700,WEPL9232
高雄市仁武垃圾資源回收(焚化)廠,202504,11970.45,10013.41,18567.05,3032.73,1403.19,2000,11566.3,9230.4,79.8,22926.95,1153,1007,1350,1403.19,1.000,WEPS2225
新北市新店垃圾焚化廠,202504,13486.95,6181.86,18845,2218.54,357.5,80,9881.1,8156.56,82.54,20818.24,1440,0,900,357.5,1.400,WEPF0537
桃園市垃圾焚化廠,202503,30779.38,4507.51,35968.72,4814.83,426.29,2859,19900.61,17815.24,89.52,44445.71,1372,116,1350,0,-1.000,WEPH4335
新竹市垃圾資源回收廠,202504,9800.52,3038.57,9111.52,2266.63,443.98,3079,5204.39,4123.769,79.23,9712.572,654,786,900,2710.61,2.600,WEPO1732
高雄市政府環境保護局中區資源回收廠,202504,17982.33,123.36,17304.8,1728.13,2003.67,10967,5904.85,3513.54,59.5,8530.027,1966,194,900,2003.67,1.200,WEPE5004
臺中市烏日資源回收廠,202503,10011.13,5990.19,13908.52,2071.52,514.73,7198,8958.08,7104.81,79.31,18513.83,840,648,900,0,-1.000,WEPL0028
高雄市政府環境保護局南區資源回收廠,202504,8918.46,669.22,14256.05,1731.2,587.57,7192,0,0,0,0,1223,1657,1800,587.57,2.800,WEPE5641
基隆市天外天垃圾資源回收(焚化)廠,202504,10910.21,4313.41,17569.54,2313.9,926.66,5484.76,10913.43,8813.35,80.75,23540.75,1440,0,600,926.66,1.950,WEPC1448
屏東縣崁頂垃圾資源回收(焚化)廠,202504,20810.54,4426.27,23266.1,4983.05,910.5,11145,13737.19,11188.69,81.44,30194.08,1440,0,900,910.5,1.100,WEPT5929
臺南市永康垃圾資源回收(焚化)廠,202504,19127.42,3496.46,23595.05,3072.65,1866.79,9720,15169.27,12869.27,84.83,34073.11,1440,0,900,1866.79,-1.000,WEPR8506
臺北市政府環境保護局木柵垃圾焚化廠,202503,7197.38,8036.53,10050.89,1717.65,934.87,0,3439.97,2384.2,69.3,5552.251,1116,1860,1500,0,0.600,WEPA4059
新北市八里垃圾焚化廠,202503,22066.52,13108.58,37560.03,5026.14,1648.89,11825,22153.94,19005.01,85.78,47409.48,2232,0,1350,1648.89,1.100,WEPF2314
高雄市政府環境保護局南區資源回收廠,202503,-3212.2,2.71,1690.41,0,732.33,2376,0,0,0,0,104,2872,1800,732.33,-1.000,WEPE5641
桃園市垃圾焚化廠,202504,22424.42,4374.78,28677.17,4089.66,407.71,2256,18403.32,16208.66,88.07,42986.32,1098,342,1350,0,3.900,WEPH4335
苗栗縣垃圾焚化廠,202503,11851.4,420.28,12434.4,1582.77,707.55,6139.41,5969.75,4819.12,80.72,12992.43,1282,206,500,707.55,-1.000,WEPK0322
臺北市政府環境保護局內湖垃圾焚化廠,202504,7373.15,10505.95,13254.14,1401.28,434.64,6149.4,2343.39,904.8,38.61,2442.275,1982,178,900,0,2.700,WEPA4244
彰化縣溪州垃圾焚化廠,202503,15453.78,1894.55,12189.24,1695.92,918.5,6068.28,6736.21,5450.15,80.9,14197.37,672,816,900,788.57,1.700,WEPN3259
基隆市天外天垃圾資源回收(焚化)廠,202503,12495.84,4124.35,17030.58,2262.72,1093.16,5345.35,10747.25,8667.73,80.65,23553.88,1399,89,600,1093.16,-1.000,WEPC1448
高雄市岡山垃圾資源回收(焚化)廠,202503,12826.06,18625.67,31336.72,5524.81,1455.43,17846.3,17834.4,14096.9,79.04,37692,2232,0,1350,1455.43,4.900,WEPS1656
臺南市城西垃圾焚化廠,202503,14701.64,4469.45,18056.22,2432.27,0,4831.44,10175.28,8020.56,78.82,21124.81,1488,0,900,0,1.600,WEPD3244
臺中市后里資源回收廠,202503,9874.41,12533.44,23933.14,3108.09,1018.57,12402.58,15285.7,12802.2,83.75,32349.88,1450,38,900,1018.57,-1.000,WEPL9232
臺中市文山垃圾焚化廠,202503,17967.55,0,17716.77,2166.54,0,9965.89,7953.44,6408.13,80.57,16982.8,2232,0,900,0,1.800,WEPB2401
臺北市政府環境保護局北投垃圾焚化廠,202503,14084.17,21601.35,40937.23,5288.86,1794.27,14009,19152.19,14812.8,77.34,36231.93,2850,126,1800,0,0.500,WEPA4427
宜蘭縣利澤垃圾資源回收(焚化)廠,202504,8428.48,5439.51,15072.61,2099.67,379.39,7404,8293.27,6812.6,82.14,17698.35,1229,211,600,379.39,-1.000,WEPG3008
新北市樹林垃圾焚化廠,202503,17610.65,11071.98,28872,3727.34,754.15,0,15945.6,13331.36,83.6,33303.73,2232,0,1350,754.15,0.800,WEPF0759
新北市新店垃圾焚化廠,202503,8451.9,3788.67,10159.9,1434.62,329.11,0,4316,3197,74.07,7520.661,789.5,698.5,900,329.11,0.400,WEPF0537
嘉義縣鹿草垃圾焚化廠,202503,21095.92,7067.52,27648.54,3773.6,1181.55,148,18424.9,15543.2,84.35,38916.77,1477,11,900,1181.55,1.600,WEPQ7513
高雄市政府環境保護局中區資源回收廠,202503,18638.01,118.58,18756.35,1853.94,487.13,11946,6829.37,4481.78,65.62,10850.84,1945,287,900,487.13,1.700,WEPE5004
宜蘭縣利澤垃圾資源回收(焚化)廠,202503,8894.49,5898.57,13508.36,2409.59,1114.77,5696,7412.66,6023.6,81.26,14777.03,1085,403,600,1114.77,-1.000,WEPG3008
高雄市仁武垃圾資源回收(焚化)廠,202503,19851.19,14640.8,35305.58,5917.49,637.48,700,23817.8,19838.4,83.29,52067.44,2220,12,1350,637.48,3.200,WEPS2225
臺北市政府環境保護局內湖垃圾焚化廠,202503,6617.38,8991.04,15132.38,1414.49,532.4,8402.9,2709.74,1168.4,43.11,3111.073,2232,0,900,0,1.900,WEPA4244
臺東縣垃圾焚化廠,202503,4612.23,225.15,5628.93,2156.89,294.55,2400,2163.27,1565.76,72.37,4103.959,1199,289,300,294.55,2.600,WEPV9500
新竹市垃圾資源回收廠,202503,16347.15,4633.96,21880.88,3215.37,833.08,7398,14334.86,11989.62,83.63,29995.09,1488,0,900,4319.8,0.900,WEPO1732
屏東縣崁頂垃圾資源回收(焚化)廠,202503,5851.72,1762.98,8478.59,1574.71,572.32,2250.24,3878.33,2738.18,70.6,6222.736,531,957,900,572.32,1.000,WEPT5929
臺南市永康垃圾資源回收(焚化)廠,202503,18719.44,2224.65,19771.52,2281.81,0,7708,11176.79,9211.71,82.41,23045.44,1142,346,900,0,-1.000,WEPR8506
臺東縣垃圾焚化廠,202504,3195.26,457.42,1961.41,1155.28,206.62,830,631.27,389.2,61.65,1228.084,396,1044,300,206.62,2.700,WEPV9500
臺北市政府環境保護局木柵垃圾焚化廠,202504,5785.38,5128.37,14814.32,2527.31,919.95,0,5338.78,3611.3,67.64,8658.711,1740,1140,1500,0,3.000,WEPA4059
